,last_name,first_name,birthday,gender,type,state,party
6918,Hamilton,John,1855-03-16,M,rep,WV,Democrat
6928,Johnson,Charles,1859-02-14,M,sen,ME,Democrat
6930,Kern,John,1849-12-20,M,sen,IN,Democrat
6931,Kipp,George,1847-03-28,M,rep,PA,Democrat
6933,Lamb,John,1840-06-12,M,rep,VA,Democrat
6934,Latta,James,1844-10-31,M,rep,NE,Democrat
6936,Lea,Luke,1879-04-12,M,sen,TN,Democrat
6938,Lindsay,George,1837-01-07,M,rep,NY,Democrat
6940,Littleton,Martin,1872-01-12,M,rep,NY,Democrat
6942,Macon,Robert,1859-07-06,M,rep,AR,Democrat
6945,Martine,James,1850-08-25,M,sen,NJ,Democrat
6947,Mays,Dannite,1852-04-28,M,rep,FL,Democrat
6950,McHenry,John,1868-04-26,M,rep,PA,Democrat
6955,Moore,John,1862-11-18,M,rep,TX,Democrat
6960,O’Gorman,James,1860-05-05,M,sen,NY,Democrat
6967,Pujo,Arsène,1861-12-16,M,rep,LA,Democrat
6968,Randell,Choice,1857-01-01,M,rep,TX,Democrat
6969,Rayner,Isidor,1850-04-11,M,sen,MD,Democrat
6970,Redfield,William,1858-06-18,M,rep,NY,Democrat
6973,Rucker,Atterson,1847-04-03,M,rep,CO,Democrat
6978,Stack,Edmund,1874-01-31,M,rep,IL,Democrat
6979,Sulzer,William,1863-03-18,M,rep,NY,Democrat
6981,Sweet,Edwin,1847-11-21,M,rep,MI,Democrat
6983,Thayer,John,1857-12-22,M,rep,MA,Democrat
6985,Turnbull,Robert,1850-01-11,M,rep,VA,Democrat
6989,Watson,Clarence,1864-05-08,M,sen,WV,Democrat
6991,Wickliffe,Robert,1874-05-01,M,rep,LA,Democrat
6992,Wilson,William,1862-04-02,M,rep,PA,Democrat
7000,Perky,Kirtland,1867-02-08,M,sen,ID,Democrat
7003,Ansberry,Timothy,1871-12-24,M,rep,OH,Democrat
7005,Bacon,Augustus,1839-10-20,M,sen,GA,Democrat
7006,Baker,Jacob,1847-04-13,M,rep,NJ,Democrat
7007,Baltz,William,1860-02-05,M,rep,IL,Democrat
7009,Bartlett,Charles,1853-01-31,M,rep,GA,Democrat
7011,Beall,James,1866-10-25,M,rep,TX,Democrat
7013,Borchers,Charles,1869-11-18,M,rep,IL,Democrat
7014,Bowdle,Stanley,1868-09-04,M,rep,OH,Democrat
7015,Bremner,Robert,1874-12-17,M,rep,NJ,Democrat
7016,Brockson,Franklin,1865-08-06,M,rep,DE,Democrat
7017,Brown,Lathrop,1883-02-26,M,rep,NY,Democrat
7022,Burleson,Albert,1863-06-07,M,rep,TX,Democrat
7023,Cantor,Jacob,1854-12-06,M,rep,NY,Democrat
7024,Carr,Wooda,1871-02-06,M,rep,PA,Democrat
7025,Clancy,John,1859-03-08,M,rep,NY,Democrat
7026,Clayton,Henry,1857-02-10,M,rep,AL,Democrat
7027,Connolly,Maurice,1877-03-13,M,rep,IA,Democrat
7028,Covington,James,1870-05-03,M,rep,MD,Democrat
7029,Davis,John,1873-04-13,M,rep,WV,Democrat
7030,Deitrick,Frederick,1875-04-09,M,rep,MA,Democrat
7031,Dershem,Franklin,1865-03-05,M,rep,PA,Democrat
7032,Difenderfer,Robert,1849-06-07,M,rep,PA,Democrat
7033,Donohoe,Michael,1864-02-22,M,rep,PA,Democrat
7034,Donovan,Jeremiah,1857-10-18,M,rep,CT,Democrat
7035,Elder,James,1882-10-05,M,rep,LA,Democrat
7036,Faison,John,1862-04-17,M,rep,NC,Democrat
7038,Fergusson,Harvey,1848-09-09,M,rep,NM,Democrat
7039,Fitzhenry,Louis,1870-06-13,M,rep,IL,Democrat
7040,Floyd,John,1858-04-14,M,rep,AR,Democrat
7041,Fowler,Hiram,1851-02-07,M,rep,IL,Democrat
7042,Francis,William,1860-10-25,M,rep,OH,Democrat
7043,George,Henry,1862-11-03,M,rep,NY,Democrat
7044,Gill,Michael,1864-12-05,M,rep,MO,Democrat
7045,Gilmore,Edward,1867-01-04,M,rep,MA,Democrat
7046,Gittins,Robert,1869-12-14,M,rep,NY,Democrat
7047,Goeke,John,1869-10-28,M,rep,OH,Democrat
7050,Gorman,George,1873-04-13,M,rep,IL,Democrat
7051,Graham,James,1852-04-14,M,rep,IL,Democrat
7052,Gudger,James,1855-10-22,M,rep,NC,Democrat
7053,Hammond,Winfield,1863-11-17,M,rep,MN,Democrat
7054,Harris,Christopher,1842-01-28,M,rep,AL,Democrat
7055,Harrison,Francis,1873-12-18,M,rep,NY,Democrat
7056,Heiskell,John,1872-11-02,M,sen,AR,Democrat
7058,Hobson,Richmond,1870-08-17,M,rep,AL,Democrat
7059,Hollis,Henry,1869-08-30,M,sen,NH,Democrat
7060,Hoxworth,Stephen,1860-05-01,M,rep,IL,Democrat
7061,Hughes,William,1872-04-03,M,sen,NJ,Democrat
7062,James,Ollie,1871-07-27,M,sen,KY,Democrat
7064,Johnston,Rienzi,1849-09-09,M,sen,TX,Democrat
7065,Kavanaugh,William,1866-03-03,M,sen,AR,Democrat
7066,Kennedy,William,1854-12-19,M,rep,CT,Democrat
7067,Kindel,George,1855-03-02,M,rep,CO,Democrat
7068,Kinkead,Eugene,1876-03-27,M,rep,NJ,Democrat
7069,Kirkpatrick,Sanford,1842-02-11,M,rep,IA,Democrat
7071,Konig,George,1856-01-26,M,rep,MD,Democrat
7072,Korbly,Charles,1871-03-24,M,rep,IN,Democrat
7073,L’Engle,Claude,1868-10-19,M,rep,FL,Democrat
7075,Lane,Harry,1855-08-28,M,sen,OR,Democrat
7077,Lee,Robert,1868-10-12,M,rep,PA,Democrat
7078,Legaré,George,1869-11-11,M,rep,SC,Democrat
7079,Levy,Jefferson,1852-04-16,M,rep,NY,Democrat
7082,Logue,James,1863-02-22,M,rep,PA,Democrat
7084,Maguire,John,1870-11-29,M,rep,NE,Democrat
7085,Mahan,Bryan,1856-05-01,M,rep,CT,Democrat
7088,Martin,Lewis,1844-02-22,M,rep,NJ,Democrat
7089,Martin,Thomas,1847-07-29,M,sen,VA,Democrat
7090,McClellan,George,1856-10-10,M,rep,NY,Democrat
7091,McCoy,Walter,1859-12-08,M,rep,NJ,Democrat
7094,Metz,Herman,1867-10-19,M,rep,NY,Democrat
7095,Mitchell,John,1873-05-09,M,rep,MA,Democrat
7096,Mulkey,William,1871-07-27,M,rep,AL,Democrat
7098,Murray,William,1881-09-07,M,rep,MA,Democrat
7099,Neeley,George,1879-08-01,M,rep,KS,Democrat
7100,O’Brien,James,1860-07-15,M,rep,NY,Democrat
7101,O’Hair,Frank,1870-03-12,M,rep,IL,Democrat
7102,O’Leary,Denis,1863-01-22,M,rep,NY,Democrat
7103,Palmer,Alexander,1872-05-04,M,rep,PA,Democrat
7106,Pepper,Irvin,1876-06-10,M,rep,IA,Democrat
7107,Peters,Andrew,1872-04-03,M,rep,MA,Democrat
7108,Peterson,John,1850-07-04,M,rep,IN,Democrat
7110,Post,James,1863-11-25,M,rep,OH,Democrat
7112,Reed,Eugene,1866-04-23,M,rep,NH,Democrat
7113,Reilly,Thomas,1858-09-20,M,rep,CT,Democrat
7114,Richardson,William,1839-05-08,M,rep,AL,Democrat
7115,Roddenbery,Seaborn,1870-01-12,M,rep,GA,Democrat
7116,Rothermel,John,1856-03-07,M,rep,PA,Democrat
7118,Saulsbury,Willard,1861-04-17,M,sen,DE,Democrat
7119,Seldomridge,Harry,1864-10-01,M,rep,CO,Democrat
7120,Shafroth,John,1854-06-09,M,sen,CO,Democrat
7121,Sharp,William,1859-03-14,M,rep,OH,Democrat
7122,Smith,Frank,1859-08-27,M,rep,MD,Democrat
7126,Stevens,Raymond,1874-06-18,M,rep,NH,Democrat
7127,Stringer,Lawrence,1866-02-24,M,rep,IL,Democrat
7128,Sullivan,Timothy,1862-07-23,M,rep,NY,Democrat
7129,Talcott,Charles,1857-06-10,M,rep,NY,Democrat
7130,Taylor,Benjamin,1877-12-21,M,rep,NY,Democrat
7131,Taylor,George,1849-01-16,M,rep,AL,Democrat
7132,Thacher,Thomas,1858-07-20,M,rep,MA,Democrat
7133,Thompson,William,1871-10-14,M,sen,KS,Democrat
7135,Tillman,Benjamin,1847-08-11,M,sen,SC,Democrat
7136,Townsend,Edward,1855-02-10,M,rep,NJ,Democrat
7137,Tuttle,William,1870-12-10,M,rep,NJ,Democrat
7138,Underhill,Edwin,1861-10-07,M,rep,NY,Democrat
7139,Vardaman,James,1861-07-26,M,sen,MS,Democrat
7140,Vaughan,Horace,1867-12-02,M,rep,TX,Democrat
7141,Vollmer,Henry,1867-07-28,M,rep,IA,Democrat
7143,Walsh,Allan,1874-08-29,M,rep,NJ,Democrat
7144,Weaver,Claude,1867-03-19,M,rep,OK,Democrat
7145,Webb,William,1842-11-11,M,sen,TN,Democrat
7147,Whitacre,John,1860-12-28,M,rep,OH,Democrat
7149,Wilson,Frank,1857-12-22,M,rep,NY,Democrat
7151,Camden,Johnson,1865-01-05,M,sen,KY,Democrat
7152,Hardwick,Thomas,1872-12-09,M,sen,GA,Democrat
7153,Lee,Blair,1857-08-09,M,sen,MD,Democrat
7154,West,William,1849-08-23,M,sen,GA,Democrat
7155,White,Francis,1847-03-13,M,sen,AL,Democrat
7156,Abercrombie,John,1866-05-17,M,rep,AL,Democrat
7157,Adair,John,1864-12-22,M,rep,IN,Democrat
7158,Aiken,Wyatt,1863-12-14,M,rep,SC,Democrat
7159,Allen,Alfred,1867-07-23,M,rep,OH,Democrat
7160,Bailey,Warren,1855-01-08,M,rep,PA,Democrat
7163,Beckham,John,1869-08-05,M,sen,KY,Democrat
7167,Broussard,Robert,1864-08-17,M,sen,LA,Democrat
7168,Brown,William,1856-04-07,M,rep,WV,Democrat
7169,Buchanan,Frank,1862-06-14,M,rep,IL,Democrat
7170,Burgess,George,1861-09-21,M,rep,TX,Democrat
7171,Burke,Michael,1863-10-15,M,rep,WI,Democrat
7172,Callaway,Oscar,1872-10-02,M,rep,TX,Democrat
7173,Chamberlain,George,1854-01-01,M,sen,OR,Democrat
7175,Clarke,James,1854-08-18,M,sen,AR,Democrat
7176,Cline,Cyrus,1856-07-12,M,rep,IN,Democrat
7178,Cullop,William,1853-03-28,M,rep,IN,Democrat
7180,Davenport,James,1864-09-21,M,rep,OK,Democrat
7181,Davis,James,1853-12-24,M,rep,TX,Democrat
7182,Driscoll,Daniel,1875-03-06,M,rep,NY,Democrat
7184,Farley,Michael,1863-03-01,M,rep,NY,Democrat
7186,Goulden,Joseph,1844-08-01,M,rep,NY,Democrat
7189,Hart,Archibald,1873-02-27,M,rep,NJ,Democrat
7190,Hay,James,1856-01-09,M,rep,VA,Democrat
7191,Henry,Robert,1864-05-12,M,rep,TX,Democrat
7195,Hughes,Dudley,1848-10-10,M,rep,GA,Democrat
7197,Husting,Paul,1866-04-25,M,sen,WI,Democrat
7198,Johnson,Edwin,1857-02-26,M,sen,SD,Democrat
7199,Johnson,Joseph,1858-02-28,M,rep,SC,Democrat
7202,Konop,Thomas,1879-08-17,M,rep,WI,Democrat
7204,Lieb,Charles,1852-05-20,M,rep,IN,Democrat
7205,Liebel,Michael,1870-12-12,M,rep,PA,Democrat
7207,Lloyd,James,1857-08-28,M,rep,MO,Democrat
7208,Loft,George,1865-02-06,M,rep,NY,Democrat
7211,McCorkle,Paul,1863-12-19,M,rep,SC,Democrat
7213,McDermott,James,1872-02-13,M,rep,IL,Democrat
7214,McGillicuddy,Daniel,1859-08-27,M,rep,ME,Democrat
7218,Morgan,Lewis,1876-03-02,M,rep,LA,Democrat
7219,Morrison,Martin,1862-04-15,M,rep,IN,Democrat
7221,Moss,Ralph,1862-04-21,M,rep,IN,Democrat
7222,Murray,William,1869-11-21,M,rep,OK,Democrat
7223,Newlands,Francis,1846-08-28,M,sen,NV,Democrat
7226,Oglesby,Woodson,1867-02-09,M,rep,NY,Democrat
7227,Page,Robert,1859-10-26,M,rep,NC,Democrat
7228,Patten,Thomas,1861-09-12,M,rep,NY,Democrat
7230,Phelan,James,1861-04-20,M,sen,CA,Democrat
7232,Rauch,George,1876-02-22,M,rep,IN,Democrat
7235,Rucker,Tinsley,1848-03-24,M,rep,GA,Democrat
7238,Shively,Benjamin,1857-03-20,M,sen,IN,Democrat
7240,Smith,Hoke,1855-09-02,M,sen,GA,Democrat
7241,Smith,John,1845-02-05,M,sen,MD,Democrat
7242,Smith,Marcus,1851-01-24,M,sen,AZ,Democrat
7243,Smith,William,1863-08-18,M,rep,TX,Democrat
7244,Sparkman,Stephen,1849-07-29,M,rep,FL,Democrat
7245,Steele,Thomas,1853-03-19,M,rep,IA,Democrat
7246,Stephens,John,1847-11-22,M,rep,TX,Democrat
7248,Stone,Claudius,1879-05-11,M,rep,IL,Democrat
7249,Stone,William,1848-05-07,M,sen,MO,Democrat
7250,Stout,Tom,1879-05-20,M,rep,MT,Democrat
7251,Taggart,Joseph,1867-06-15,M,rep,KS,Democrat
7252,Tavenner,Clyde,1882-02-04,M,rep,IL,Democrat
7253,Thomas,Charles,1849-12-06,M,sen,CO,Democrat
7254,Tribble,Samuel,1869-11-15,M,rep,GA,Democrat
7256,Williams,William,1857-05-05,M,rep,IL,Democrat
7257,Wilson,Emmett,1882-09-17,M,rep,FL,Democrat
7258,Witherspoon,Samuel,1855-05-04,M,rep,MS,Democrat
7259,Kirby,William,1867-11-16,M,sen,AR,Democrat
7260,Taggart,Thomas,1856-11-17,M,sen,IN,Democrat
7261,Adamson,William,1854-08-13,M,rep,GA,Democrat
7264,Barnhart,Henry,1858-09-11,M,rep,IN,Democrat
7265,Bathrick,Elsworth,1863-01-06,M,rep,OH,Democrat
7266,Beakes,Samuel,1861-01-11,M,rep,MI,Democrat
7267,Beshlin,Earl,1870-04-28,M,rep,PA,Democrat
7270,Borland,William,1867-10-14,M,rep,MO,Democrat
7272,Brodbeck,Andrew,1860-04-11,M,rep,PA,Democrat
7273,Bruckner,Henry,1871-06-17,M,rep,NY,Democrat
7279,Claypool,Horatio,1859-02-09,M,rep,OH,Democrat
7281,Connelly,John,1870-02-27,M,rep,KS,Democrat
7282,Conry,Michael,1870-04-02,M,rep,NY,Democrat
7284,Cox,William,1861-09-06,M,rep,IN,Democrat
7285,Culberson,Charles,1855-06-10,M,sen,TX,Democrat
7286,Dale,Harry,1868-12-03,M,rep,NY,Democrat
7288,Decker,Perl,1875-09-10,M,rep,MO,Democrat
7289,Denton,George,1864-11-17,M,rep,IN,Democrat
7290,Dies,Martin,1870-03-13,M,rep,TX,Democrat
7292,Dixon,Lincoln,1860-02-09,M,rep,IN,Democrat
7293,Doolittle,Dudley,1881-06-21,M,rep,KS,Democrat
7297,Finley,David,1861-02-28,M,rep,SC,Democrat
7298,Fitzgerald,John,1872-03-10,M,rep,NY,Democrat
7299,Flynn,Joseph,1883-09-02,M,rep,NY,Democrat
7301,Foster,Martin,1861-09-03,M,rep,IL,Democrat
7306,Gordon,William,1862-12-15,M,rep,OH,Democrat
7308,Gray,Oscar,1865-07-02,M,rep,AL,Democrat
7309,Gregg,Alexander,1855-01-31,M,rep,TX,Democrat
7310,Griffin,Daniel,1880-03-26,M,rep,NY,Democrat
7312,Hamlin,Courtney,1858-10-27,M,rep,MO,Democrat
7317,Helvering,Guy,1878-01-10,M,rep,KS,Democrat
7318,Hensley,Walter,1871-09-03,M,rep,MO,Democrat
7320,Hilliard,Benjamin,1868-01-09,M,rep,CO,Democrat
7321,Hitchcock,Gilbert,1859-09-18,M,sen,NE,Democrat
7323,Hood,George,1875-01-25,M,rep,NC,Democrat
7324,Houston,William,1852-03-17,M,rep,TN,Democrat
7325,Howard,William,1875-06-29,M,rep,GA,Democrat
7326,Hulbert,George,1881-05-14,M,rep,NY,Democrat
7327,Jones,William,1849-03-21,M,rep,VA,Democrat
7328,Keating,Edward,1875-07-09,M,rep,CO,Democrat
7329,Kehoe,James,1870-04-25,M,rep,FL,Democrat
7331,Key,John,1871-12-30,M,rep,OH,Democrat
7334,Littlepage,Adam,1859-04-14,M,rep,WV,Democrat
7335,Lobeck,Charles,1852-04-06,M,rep,NE,Democrat
7336,Lunn,George,1873-06-23,M,rep,NY,Democrat
7337,Martin,Charles,1856-05-20,M,rep,IL,Democrat
7339,McLemore,Atkins,1857-03-13,M,rep,TX,Democrat
7342,Myers,Henry,1862-10-09,M,sen,MT,Democrat
7345,O’Shaunessy,George,1868-05-01,M,rep,RI,Democrat
7346,Oliver,Daniel,1865-10-06,M,rep,NY,Democrat
7347,Overmyer,Arthur,1879-05-31,M,rep,OH,Democrat
7350,Polk,Albert,1869-10-11,M,rep,DE,Democrat
7351,Pomerene,Atlee,1863-12-06,M,sen,OH,Democrat
7354,Price,Jesse,1863-08-15,M,rep,MD,Democrat
7357,Russell,Joseph,1854-08-23,M,rep,MO,Democrat
7360,Shackleford,Dorsey,1853-08-27,M,rep,MO,Democrat
7361,Sherley,Joseph,1871-11-28,M,rep,KY,Democrat
7362,Shouse,Jouett,1879-12-10,M,rep,KS,Democrat
7363,Slayden,James,1853-06-01,M,rep,TX,Democrat
7364,Smith,Charles,1870-09-14,M,rep,NY,Democrat
7365,Snook,John,1862-12-18,M,rep,OH,Democrat
7366,Stephens,Dan,1868-11-04,M,rep,NE,Democrat
7367,Sterling,Bruce,1870-09-28,M,rep,PA,Democrat
7373,Talbott,Joshua,1843-07-29,M,rep,MD,Democrat
7377,Walker,John,1874-02-23,M,rep,GA,Democrat
7378,Walton,William,1871-01-23,M,rep,NM,Democrat
7379,White,George,1872-08-21,M,rep,OH,Democrat
7380,Williams,John,1854-07-30,M,sen,MS,Democrat
7381,Wolcott,Josiah,1877-10-31,M,sen,DE,Democrat
7384,Benet,Christie,1879-12-26,M,sen,SC,Democrat
7386,Gay,Edward,1878-05-05,M,sen,LA,Democrat
7387,Guion,Walter,1849-04-03,M,sen,LA,Democrat
7388,Henderson,Charles,1873-06-08,M,sen,NV,Democrat
7389,Martin,George,1876-08-18,M,sen,KY,Democrat
7391,Nugent,John,1868-06-28,M,sen,ID,Democrat
7392,Pollock,William,1870-12-09,M,sen,SC,Democrat
7393,Wilfley,Xenophon,1871-03-18,M,sen,MO,Democrat
7394,Alexander,Joshua,1852-01-22,M,rep,MO,Democrat
7396,Babka,John,1884-03-16,M,rep,OH,Democrat
7399,Bankhead,John,1842-09-13,M,sen,AL,Democrat
7400,Bee,Carlos,1867-07-08,M,rep,TX,Democrat
7401,Benson,Carville,1872-08-24,M,rep,MD,Democrat
7402,Bland,William,1861-01-21,M,rep,MO,Democrat
7403,Booher,Charles,1848-01-31,M,rep,MO,Democrat
7405,Brumbaugh,Clement,1863-02-28,M,rep,OH,Democrat
7406,Burnett,John,1854-01-20,M,rep,AL,Democrat
7407,Caldwell,Charles,1875-06-18,M,rep,NY,Democrat
7408,Candler,Ezekiel,1862-01-18,M,rep,MS,Democrat
7409,Carlin,Charles,1866-04-08,M,rep,VA,Democrat
7410,Clark,James,1850-03-07,M,rep,MO,Democrat
7411,Coady,Charles,1868-02-22,M,rep,MD,Democrat
7415,Dent,Stanley,1869-08-16,M,rep,AL,Democrat
7416,Dewalt,Arthur,1854-10-11,M,rep,PA,Democrat
7417,Dial,Nathaniel,1862-04-24,M,sen,SC,Democrat
7418,Donovan,Jerome,1872-02-01,M,rep,NY,Democrat
7419,Dooling,Peter,1857-02-15,M,rep,NY,Democrat
7420,Doremus,Frank,1865-08-31,M,rep,MI,Democrat
7425,Estopinal,Albert,1845-01-30,M,rep,LA,Democrat
7426,Evans,Charles,1866-08-09,M,rep,NV,Democrat
7429,Ferris,Scott,1877-11-03,M,rep,OK,Democrat
7430,Fitzgerald,John,1863-02-11,M,rep,MA,Democrat
7432,Gallagher,Thomas,1850-07-06,M,rep,IL,Democrat
7433,Gandy,Harry,1881-08-13,M,rep,SD,Democrat
7434,Gard,Warren,1873-07-02,M,rep,OH,Democrat
7436,Godwin,Hannibal,1873-11-03,M,rep,NC,Democrat
7437,Goldfogle,Henry,1856-05-23,M,rep,NY,Democrat
7439,Goodwin,William,1866-05-02,M,rep,AR,Democrat
7441,Hamill,James,1877-03-30,M,rep,NJ,Democrat
7444,Helm,Harvey,1865-12-02,M,rep,KY,Democrat
7446,Hersman,Hugh,1872-07-08,M,rep,CA,Democrat
7448,Holland,Edward,1861-02-26,M,rep,VA,Democrat
7450,Igoe,William,1879-10-19,M,rep,MO,Democrat
7451,Johnston,John,1882-07-10,M,rep,NY,Democrat
7455,Kettner,William,1864-11-20,M,rep,CA,Democrat
7456,Lesher,John,1866-07-27,M,rep,PA,Democrat
7457,Lever,Asbury,1875-01-05,M,rep,SC,Democrat
7459,Maher,James,1865-11-03,M,rep,NY,Democrat
7460,Mann,Edward,1880-11-21,M,rep,SC,Democrat
7461,Mays,James,1868-06-29,M,rep,UT,Democrat
7463,McGlennon,Cornelius,1878-12-10,M,rep,NJ,Democrat
7464,McKiniry,Richard,1878-03-23,M,rep,NY,Democrat
7465,McLane,Patrick,1875-03-14,M,rep,PA,Democrat
7467,Moon,John,1855-04-22,M,rep,TN,Democrat
7472,Nicholls,Samuel,1885-05-07,M,rep,SC,Democrat
7474,Olney,Richard,1871-01-05,M,rep,MA,Democrat
7475,Owen,Robert,1856-02-02,M,sen,OK,Democrat
7476,Pell,Herbert,1884-02-16,M,rep,NY,Democrat
7477,Phelan,Michael,1875-10-22,M,rep,MA,Democrat
7479,Ragsdale,James,1872-12-14,M,rep,SC,Democrat
7484,Robinson,Leonidas,1867-04-22,M,rep,NC,Democrat
7485,Rowan,Joseph,1870-09-08,M,rep,NY,Democrat
7487,Sanders,Jared,1869-01-29,M,rep,LA,Democrat
7489,Saunders,Edward,1860-10-20,M,rep,VA,Democrat
7490,Scully,Thomas,1868-09-19,M,rep,NJ,Democrat
7492,Shields,John,1858-08-15,M,sen,TN,Democrat
7493,Sims,Thetus,1852-04-25,M,rep,TN,Democrat
7494,Small,John,1858-08-29,M,rep,NC,Democrat
7495,Smith,Thomas,1865-07-24,M,rep,NY,Democrat
7496,Stanley,Augustus,1867-05-21,M,sen,KY,Democrat
7497,Steele,Henry,1860-05-10,M,rep,PA,Democrat
7502,Thompson,Joseph,1871-04-29,M,rep,OK,Democrat
7503,Van Dyke,Carl,1881-02-18,M,rep,MN,Democrat
7504,Venable,William,1880-09-25,M,rep,MS,Democrat
7505,Watkins,John,1854-01-15,M,rep,LA,Democrat
7506,Watson,Walter,1867-11-25,M,rep,VA,Democrat
7507,Webb,Edwin,1872-05-23,M,rep,NC,Democrat
7508,Welling,Milton,1876-01-25,M,rep,UT,Democrat
7509,Welty,Benjamin,1870-08-09,M,rep,OH,Democrat
7510,Whaley,Richard,1874-07-15,M,rep,SC,Democrat
7511,Wilson,James,1874-06-21,M,rep,TX,Democrat
7512,Wilson,John,1867-08-20,M,rep,PA,Democrat
7515,Young,James,1866-07-18,M,rep,TX,Democrat
7516,Comer,Braxton,1848-11-07,M,sen,AL,Democrat
7525,Blackmon,Fred,1873-09-15,M,rep,AL,Democrat
7532,Brinson,Samuel,1870-03-20,M,rep,NC,Democrat
7560,Flood,Henry,1865-09-02,M,rep,VA,Democrat
7569,Hardy,Rufus,1855-12-16,M,rep,TX,Democrat
7584,Jacoway,Henderson,1870-11-07,M,rep,AR,Democrat
7585,James,Rorer,1859-03-01,M,rep,VA,Democrat
7587,Johnson,Paul,1880-03-23,M,rep,MS,Democrat
7626,Overstreet,James,1866-08-28,M,rep,GA,Democrat
7627,Padgett,Lemuel,1855-11-28,M,rep,TN,Democrat
7629,Parrish,Lucian,1878-01-10,M,rep,TX,Democrat
7635,Rainey,Lilius,1876-07-27,M,rep,AL,Democrat
7645,Rucker,William,1855-02-01,M,rep,MO,Democrat
7651,Sisson,Thomas,1869-09-22,M,rep,MS,Democrat
7657,Stoll,Philip,1874-11-05,M,rep,SC,Democrat
7659,Taylor,Chester,1883-07-16,M,rep,AR,Democrat
7660,Taylor,Samuel,1852-05-25,M,rep,AR,Democrat
7661,Ten Eyck,Peter,1873-11-07,M,rep,NY,Democrat
7663,Underwood,Oscar,1862-05-06,M,sen,AL,Democrat
7667,Watson,Thomas,1856-09-05,M,sen,GA,Democrat
7669,Woods,James,1868-02-04,M,rep,VA,Democrat
7670,Bayard,Thomas,1868-06-04,M,sen,DE,Democrat
7671,Felton,Rebecca,1835-06-10,F,sen,GA,Democrat
7674,Allen,Robert,1865-11-28,M,rep,WV,Democrat
7676,Boyce,William,1855-11-28,M,rep,DE,Democrat
7677,Browne,Charles,1875-09-28,M,rep,NJ,Democrat
7678,Bruce,William,1860-03-12,M,sen,MD,Democrat
7679,Buckley,James,1870-11-18,M,rep,IL,Democrat
7680,Cantrill,James,1870-07-09,M,rep,KY,Democrat
7681,Clark,Frank,1860-03-28,M,rep,FL,Democrat
7682,Cockran,William,1854-02-28,M,rep,NY,Democrat
7684,Cook,Samuel,1860-09-30,M,rep,IN,Democrat
7685,Croll,William,1866-04-09,M,rep,PA,Democrat
7686,Cummings,Herbert,1873-07-13,M,rep,PA,Democrat
7688,Dupré,Henry,1873-07-28,M,rep,LA,Democrat
7689,Eagan,John,1872-01-22,M,rep,NJ,Democrat
7690,Edwards,Edward,1863-12-01,M,sen,NJ,Democrat
7693,Favrot,George,1868-11-26,M,rep,LA,Democrat
7694,Ferris,Woodbridge,1853-01-06,M,sen,MI,Democrat
7695,Fields,William,1874-12-29,M,rep,KY,Democrat
7698,Ganly,James,1878-09-13,M,rep,NY,Democrat
7699,Geran,Elmer,1875-10-24,M,rep,NJ,Democrat
7700,Glatfelter,Samuel,1858-04-07,M,rep,PA,Democrat
7703,Hooker,James,1873-10-29,M,rep,VA,Democrat
7705,Humphreys,Benjamin,1865-08-17,M,rep,MS,Democrat
7706,Humphreys,William,1890-09-09,M,rep,MS,Democrat
7707,Jones,Andrieus,1862-05-16,M,sen,NM,Democrat
7708,Jost,Henry,1873-12-06,M,rep,MO,Democrat
7710,Kitchin,Claude,1869-03-24,M,rep,NC,Democrat
7714,Lilly,Thomas,1878-06-03,M,rep,WV,Democrat
7717,Logan,William,1874-06-21,M,rep,SC,Democrat
7719,Mayfield,Earle,1881-04-12,M,sen,TX,Democrat
7722,McNulty,Frank,1872-08-10,M,rep,NJ,Democrat
7724,Minahan,Daniel,1877-08-08,M,rep,NJ,Democrat
7726,Moore,Robert,1867-11-27,M,rep,GA,Democrat
7728,Morris,Joseph,1879-02-26,M,rep,KY,Democrat
7732,O’Brien,Charles,1879-03-07,M,rep,NJ,Democrat
7733,O’Sullivan,Patrick,1887-08-11,M,rep,CT,Democrat
7736,Park,Frank,1864-03-03,M,rep,GA,Democrat
7737,Rainey,John,1880-12-21,M,rep,IL,Democrat
7738,Ralston,Samuel,1857-12-01,M,sen,IN,Democrat
7739,Reed,James,1861-11-09,M,sen,MO,Democrat
7741,Richards,Charles,1877-10-03,M,rep,NV,Democrat
7742,Riordan,Daniel,1870-07-07,M,rep,NY,Democrat
7745,Salmon,William,1868-04-03,M,rep,TN,Democrat
7747,Sawyer,Lewis,1867-06-24,M,rep,AR,Democrat
7748,Sherwood,Isaac,1835-08-13,M,rep,OH,Democrat
7749,Sites,Frank,1864-12-24,M,rep,PA,Democrat
7752,Stengle,Charles,1869-12-05,M,rep,NY,Democrat
7753,Tague,Peter,1871-06-04,M,rep,MA,Democrat
7755,Tyson,John,1856-11-28,M,rep,AL,Democrat
7757,Ward,Hallett,1870-08-31,M,rep,NC,Democrat
7758,Watkins,Elton,1881-07-06,M,rep,OR,Democrat
7761,Wilson,William,1870-03-09,M,rep,IN,Democrat
7763,Wise,James,1868-03-03,M,rep,GA,Democrat
7764,Wolff,Joseph,1878-06-14,M,rep,MO,Democrat
7771,Blease,Coleman,1868-10-08,M,sen,SC,Democrat
7773,Carter,Charles,1868-08-16,M,rep,OK,Democrat
